Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 44d,98 (27-1-70 28.06%),80 (0.82),←,
15,"Anderson, Noah",22y 37d,60 (19-1-40 32.50%),16 (0.27),←,
10,"Ballard, Charlie",23y 246d,89 (24-1-64 27.53%),1 (0.01),←,
30,"Casboult, Levi",33y 11d,177 (57-1-119 32.49%),193 (1.09),23 (9-0-14 39.13%),37 (1.61)
25,"Collins, Sam",28y 284d,83 (28-1-54 34.34%),,69 (25-1-43 36.96%),
33,"Constable, Charlie",23y 312d,16 (11-0-5 68.75%),6 (0.38),4 (2-0-2 50.00%),
8,"Fiorini, Brayden",25y 216d,78 (18-1-59 23.72%),24 (0.31),←,
3,"Flanders, Sam",21y 245d,32 (9-1-22 29.69%),11 (0.34),←,
36,"Hollands, Elijah",20y 335d,7 (2-0-5 28.57%),6 (0.86),←,
7,"Holman, Nick",27y 301d,93 (27-0-66 29.03%),50 (0.54),84 (26-0-58 30.95%),50 (0.60)
40,"Jeffrey, Joel",21y 14d,11 (5-0-6 45.45%),12 (1.09),←,
34,"King, Ben",22y 262d,55 (12-1-42 22.73%),92 (1.67),←,
22,"Long, Ben",25y 217d,81 (32-1-48 40.12%),31 (0.38),2 (0-0-2 0.00%),
13,"Lukosius, Jack",22y 229d,75 (21-1-53 28.67%),18 (0.24),←,
44,"Macpherson, Darcy",25y 148d,74 (19-0-55 25.68%),26 (0.35),←,
11,"Miller, Touk",27y 32d,162 (42-2-118 26.54%),47 (0.29),←,
41,"Rosas, Malcolm",21y 272d,20 (9-0-11 45.00%),14 (0.70),←,
18,"Rowell, Matt",21y 268d,41 (16-0-25 39.02%),10 (0.24),←,
6,"Sexton, Alex",29y 113d,159 (42-0-117 26.42%),158 (0.99),←,
24,"Swallow, David",30y 127d,199 (55-1-143 27.89%),87 (0.44),←,
32,"Uwland, Bodhi",19y 244d,2 (0-0-2 0.00%),,←,
14,"Weller, Lachie",27y 31d,128 (35-1-92 27.73%),45 (0.35),81 (21-1-59 26.54%),28 (0.35)
28,"Witts, Jarrod",30y 194d,146 (47-1-98 32.53%),30 (0.21),106 (29-1-76 27.83%),12 (0.11)
Totals,Totals,25y 39d,1886 (557-15-1314 29.53%),957 (0.51),,
C,"Dew, Stuart",43y 220d,107 (29-1-77 27.57%),,←,
