Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 149d,90 (25-1-64 28.33%),73 (0.81),←,
15,"Anderson, Noah",21y 142d,52 (17-1-34 33.65%),12 (0.23),←,
2,"Atkins, Rory",27y 362d,114 (66-1-47 58.33%),49 (0.43),13 (4-0-9 30.77%),2 (0.15)
10,"Ballard, Charlie",22y 351d,85 (24-1-60 28.82%),1 (0.01),←,
3,"Bowes, Jack",24y 164d,82 (21-1-60 26.22%),14 (0.17),←,
30,"Casboult, Levi",32y 116d,169 (55-1-113 32.84%),183 (1.08),15 (7-0-8 46.67%),27 (1.80)
1,"Chol, Mabior",25y 161d,47 (27-1-19 58.51%),58 (1.23),16 (8-0-8 50.00%),34 (2.13)
25,"Collins, Sam",28y 24d,75 (26-1-48 35.33%),,61 (23-1-37 38.52%),
12,"Day, Sam",29y 306d,145 (42-2-101 29.66%),103 (0.71),←,
4,"Ellis, Brandon",28y 340d,226 (128-2-96 57.08%),75 (0.33),50 (19-1-30 39.00%),17 (0.34)
8,"Fiorini, Brayden",24y 321d,75 (18-1-56 24.67%),23 (0.31),←,
26,"Flanders, Sam",20y 350d,26 (8-1-17 32.69%),8 (0.31),←,
46,"Graham, Caleb",21y 300d,31 (8-0-23 25.81%),1 (0.03),←,
7,"Holman, Nick",27y 41d,87 (26-0-61 29.89%),46 (0.53),78 (25-0-53 32.05%),46 (0.59)
23,"Lemmens, Sean",27y 249d,128 (36-2-90 28.91%),25 (0.20),←,
13,"Lukosius, Jack",21y 334d,67 (19-1-47 29.10%),13 (0.19),←,
11,"Miller, Touk",26y 137d,154 (40-2-112 26.62%),46 (0.30),←,
47,"Oea, Hewago",20y 238d,2 (1-0-1 50.00%),2 (1.00),←,
41,"Rosas, Malcolm",21y 12d,15 (7-0-8 46.67%),10 (0.67),←,
18,"Rowell, Matt",21y 8d,33 (14-0-19 42.42%),10 (0.30),←,
20,"Sharp, Jeremy",20y 330d,19 (7-0-12 36.84%),4 (0.21),←,
24,"Swallow, David",29y 232d,191 (53-1-137 28.01%),84 (0.44),←,
28,"Witts, Jarrod",29y 299d,138 (45-1-92 32.97%),27 (0.20),98 (27-1-70 28.06%),9 (0.09)
Totals,Totals,25y 73d,2051 (713-21-1317 34.76%),867 (0.42),,
C,"Dew, Stuart",42y 325d,99 (27-1-71 27.78%),,←,
