Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 215d,32 (7-0-25 21.88%),21 (0.66),←,
9,"Ainsworth, Ben",20y 91d,21 (5-0-16 23.81%),18 (0.86),←,
31,"Ballard, Charlie",18y 293d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Bowes, Jack",20y 106d,18 (5-0-13 27.78%),3 (0.17),←,
32,"Crossley, Brayden",18y 269d,2 (0-0-2 0.00%),1 (0.50),←,
12,"Day, Sam",25y 248d,106 (32-1-73 30.66%),73 (0.69),←,
33,"Hall, Aaron",27y 184d,101 (33-1-67 33.17%),76 (0.75),←,
5,"Harbrow, Jarrod",29y 298d,210 (80-2-128 38.57%),53 (0.25),140 (40-1-99 28.93%),32 (0.23)
39,"Holman, Nick",22y 348d,17 (4-0-13 23.53%),2 (0.12),8 (3-0-5 37.50%),2 (0.25)
21,"Leslie, Jack",23y 15d,20 (5-0-15 25.00%),,←,
25,"Lyons, Jarryd",25y 294d,81 (43-0-38 53.09%),47 (0.58),26 (9-0-17 34.62%),15 (0.58)
4,"Martin, Jack",23y 103d,74 (22-1-51 30.41%),71 (0.96),←,
17,"May, Steven",26y 122d,113 (37-1-75 33.19%),20 (0.18),←,
11,"Miller, Touk",22y 79d,68 (16-1-51 24.26%),20 (0.29),←,
35,"Rischitelli, Michael",32y 124d,222 (79-3-140 36.26%),88 (0.40),111 (30-0-81 27.03%),41 (0.37)
18,"Scheer, Brad",19y 254d,6 (1-0-5 16.67%),,←,
6,"Sexton, Alex",24y 160d,83 (24-0-59 28.92%),51 (0.61),←,
24,"Swallow, David",25y 174d,105 (31-0-74 29.52%),54 (0.51),←,
16,"Thompson, Rory",27y 61d,94 (29-1-64 31.38%),7 (0.07),←,
14,"Weller, Lachie",22y 78d,55 (17-0-38 30.91%),17 (0.31),8 (3-0-5 37.50%),
28,"Witts, Jarrod",25y 241d,66 (27-0-39 40.91%),20 (0.30),26 (9-0-17 34.62%),2 (0.08)
15,"Young, Aaron",25y 157d,84 (41-1-42 49.40%),70 (0.83),8 (3-0-5 37.50%),8 (1.00)
Totals,Totals,23y 361d,1580 (538-12-1030 34.05%),713 (0.45),,
C,"Dew, Stuart",38y 267d,8 (3-0-5 37.50%),,←,
