Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",31y 12d,113 (48-1-64 42.92%),9 (0.08),←,
2,"Bellchambers, Tom",28y 328d,103 (43-2-58 42.72%),66 (0.64),←,
49,"Dea, Matt",26y 232d,63 (21-1-41 34.13%),2 (0.03),32 (8-0-24 25.00%),1 (0.03)
13,"Fantasia, Orazio",22y 261d,53 (17-1-35 33.02%),77 (1.45),←,
9,"Goddard, Brendon",33y 13d,323 (175-4-144 54.80%),160 (0.50),118 (49-1-68 41.95%),56 (0.47)
35,"Guelfi, Matt",20y 292d,6 (3-0-3 50.00%),1 (0.17),←,
21,"Heppell, Dyson",26y 19d,140 (66-2-72 47.86%),50 (0.36),←,
26,"Hooker, Cale",29y 232d,164 (73-2-89 45.12%),76 (0.46),←,
18,"Hurley, Michael",28y 1d,149 (67-3-79 45.97%),108 (0.72),←,
4,"Langford, Kyle",21y 183d,36 (9-0-27 25.00%),21 (0.58),←,
33,"Laverde, Jayden",22y 51d,29 (9-0-20 31.03%),16 (0.55),←,
43,"McDonald-Tipungwuti, Anthony",25y 41d,55 (19-0-36 34.55%),52 (0.95),←,
1,"McGrath, Andrew",20y,30 (14-0-16 46.67%),3 (0.10),←,
45,"McKenna, Conor",22y 66d,41 (15-0-26 36.59%),13 (0.32),←,
44,"McKernan, Shaun",27y 274d,56 (19-0-37 33.93%),41 (0.73),22 (7-0-15 31.82%),20 (0.91)
7,"Merrett, Zach",22y 242d,92 (35-1-56 38.59%),34 (0.37),←,
14,"Ridley, Jordan",19y 225d,3 (2-0-1 66.67%),,←,
42,"Saad, Adam",23y 314d,59 (17-1-41 29.66%),3 (0.05),11 (4-0-7 36.36%),
5,"Smith, Devon",25y 13d,120 (42-2-76 35.83%),106 (0.88),11 (4-0-7 36.36%),6 (0.55)
17,"Stewart, James",24y 90d,45 (21-0-24 46.67%),55 (1.22),27 (13-0-14 48.15%),37 (1.37)
25,"Stringer, Jake",24y 38d,100 (52-0-48 52.00%),174 (1.74),11 (4-0-7 36.36%),14 (1.27)
11,"Zaharakis, David",28y 101d,181 (80-2-99 44.75%),115 (0.64),←,
Totals,Totals,25y 55d,1961 (847-22-1092 43.19%),1182 (0.60),,
C,"Worsfold, John",49y 250d,337 (168-2-167 50.15%),,56 (19-0-37 33.93%),
