Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 72d,102 (29-1-72 28.92%),83 (0.81),←,
15,"Anderson, Noah",22y 65d,64 (21-1-42 33.59%),20 (0.31),←,
31,"Andrew, Mac",19y 140d,7 (3-0-4 42.86%),,←,
10,"Ballard, Charlie",23y 274d,93 (26-1-66 28.49%),2 (0.02),←,
30,"Casboult, Levi",33y 39d,180 (59-1-120 33.06%),194 (1.08),26 (11-0-15 42.31%),38 (1.46)
1,"Chol, Mabior",26y 84d,56 (30-1-25 54.46%),71 (1.27),25 (11-0-14 44.00%),47 (1.88)
25,"Collins, Sam",28y 312d,87 (30-1-56 35.06%),,73 (27-1-45 37.67%),
4,"Ellis, Brandon",29y 263d,233 (130-2-101 56.22%),77 (0.33),57 (21-1-35 37.72%),19 (0.33)
8,"Fiorini, Brayden",25y 244d,80 (19-1-60 24.38%),25 (0.31),←,
7,"Holman, Nick",27y 329d,97 (29-0-68 29.90%),53 (0.55),88 (28-0-60 31.82%),53 (0.60)
19,"Humphrey, Bailey",18y 224d,3 (1-0-2 33.33%),3 (1.00),←,
34,"King, Ben",22y 290d,59 (14-1-44 24.58%),101 (1.71),←,
23,"Lemmens, Sean",28y 172d,136 (39-2-95 29.41%),25 (0.18),←,
22,"Long, Ben",25y 245d,85 (34-1-50 40.59%),31 (0.36),6 (2-0-4 33.33%),
13,"Lukosius, Jack",22y 257d,79 (23-1-55 29.75%),25 (0.32),←,
44,"Macpherson, Darcy",25y 176d,78 (21-0-57 26.92%),26 (0.33),←,
11,"Miller, Touk",27y 60d,166 (44-2-120 27.11%),47 (0.28),←,
27,"Powell, Wil",23y 240d,73 (25-1-47 34.93%),13 (0.18),←,
41,"Rosas, Malcolm",21y 300d,24 (11-0-13 45.83%),16 (0.67),←,
18,"Rowell, Matt",21y 296d,45 (18-0-27 40.00%),10 (0.22),←,
24,"Swallow, David",30y 155d,203 (57-1-145 28.33%),90 (0.44),←,
14,"Weller, Lachie",27y 59d,132 (37-1-94 28.41%),45 (0.34),85 (23-1-61 27.65%),28 (0.33)
28,"Witts, Jarrod",30y 222d,148 (49-1-98 33.45%),31 (0.21),108 (31-1-76 29.17%),13 (0.12)
Totals,Totals,25y 212d,2230 (749-20-1461 33.59%),988 (0.44),,
C,"Dew, Stuart",43y 248d,111 (31-1-79 28.38%),,←,
