Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
40,"Birss, Shane",20y 81d,21 (9-1-11 45.24%),10 (0.48),←,
20,"Bowden, Patrick",21y 300d,15 (1-0-14 6.67%),16 (1.07),←,
17,"Brown, Nathan",25y 110d,125 (62-2-61 50.40%),177 (1.42),←,
24,"Bruton, Nicholas",21y 287d,2 (0-0-2 0.00%),,←,
16,"Croft, Matthew",30y 94d,175 (92-4-79 53.71%),58 (0.33),←,
14,"Darcy, Luke",27y 323d,165 (81-3-81 50.00%),115 (0.70),←,
28,"Dimattina, Paul",28y 190d,120 (61-1-58 51.25%),55 (0.46),←,
4,"Garlick, Simon",28y 51d,164 (83-2-79 51.22%),131 (0.80),120 (59-2-59 50.00%),104 (0.87)
13,"Giansiracusa, Daniel",21y 81d,44 (15-1-28 35.23%),44 (1.00),←,
9,"Gilbee, Lindsay",21y 327d,31 (13-0-18 41.94%),14 (0.45),←,
8,"Hahn, Mitch",22y 21d,39 (17-0-22 43.59%),8 (0.21),←,
25,"Hargrave, Ryan",21y 309d,26 (10-1-15 40.38%),8 (0.31),←,
22,"Harrison, Ben",28y 134d,125 (58-1-66 46.80%),49 (0.39),49 (20-1-28 41.84%),10 (0.20)
6,"Johnson, Brad",26y 317d,199 (97-4-98 49.75%),245 (1.23),←,
35,"Kretiuk, Steven",30y 331d,159 (88-3-68 56.29%),11 (0.07),←,
36,"Lake, Brian",21y 93d,6 (0-0-6 0.00%),5 (0.83),←,
23,"McMahon, Jordan",20y 4d,28 (6-1-21 23.21%),20 (0.71),←,
2,"Murphy, Robert",20y 356d,48 (19-1-28 40.63%),11 (0.23),←,
15,"Power, Sam",19y 333d,15 (3-0-12 20.00%),4 (0.27),←,
30,"Robbins, Matthew",26y 23d,63 (29-1-33 46.83%),16 (0.25),56 (25-1-30 45.54%),16 (0.29)
5,"Smith, Rohan",30y,223 (112-4-107 51.12%),210 (0.94),←,
7,"West, Scott",28y 198d,220 (108-3-109 49.77%),85 (0.39),←,
Totals,Totals,24y 263d,2013 (964-33-1016 47.89%),1292 (0.64),,
C,"Rohde, Peter",38y 193d,11 (2-0-9 18.18%),,←,
