Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 99d,84 (25-0-59 29.76%),216 (2.57),←,
3,"Coniglio, Stephen",22y 207d,76 (28-0-48 36.84%),31 (0.41),←,
1,"Davis, Phil",25y 314d,88 (34-0-54 38.64%),6 (0.07),70 (23-0-47 32.86%),5 (0.07)
4,"Greene, Toby",22y 288d,89 (27-0-62 30.34%),62 (0.70),←,
19,"Haynes, Nick",24y 52d,54 (19-0-35 35.19%),4 (0.07),←,
17,"Johnson, Steve",33y 5d,267 (187-3-77 70.60%),481 (1.80),14 (9-0-5 64.29%),29 (2.07)
22,"Kelly, Josh",21y 148d,51 (23-0-28 45.10%),31 (0.61),←,
40,"Kennedy, Adam",23y 363d,72 (18-0-54 25.00%),4 (0.06),←,
37,"Lobb, Rory",23y 151d,26 (13-0-13 50.00%),26 (1.00),←,
41,"Mumford, Shane",30y 4d,142 (91-2-49 64.79%),47 (0.33),42 (22-0-20 52.38%),8 (0.19)
7,"Palmer, Rhys",27y 147d,121 (41-0-80 33.88%),95 (0.79),68 (20-0-48 29.41%),72 (1.06)
24,"Patfull, Joel",31y 215d,211 (90-3-118 43.36%),25 (0.12),29 (17-0-12 58.62%),1 (0.03)
12,"Patton, Jonathon",23y 50d,46 (17-0-29 36.96%),53 (1.15),←,
9,"Scully, Tom",25y 55d,118 (39-1-78 33.47%),50 (0.42),87 (26-0-61 29.89%),44 (0.51)
23,"Shaw, Heath",30y 225d,228 (137-2-89 60.53%),38 (0.17),55 (27-0-28 49.09%),1 (0.02)
5,"Shiel, Dylan",23y 122d,79 (25-0-54 31.65%),42 (0.53),←,
10,"Smith, Devon",23y 50d,84 (22-0-62 26.19%),73 (0.87),←,
11,"Steele, Jack",20y 209d,16 (7-0-9 43.75%),9 (0.56),←,
20,"Tomlinson, Adam",22y 334d,58 (11-0-47 18.97%),18 (0.31),←,
8,"Ward, Callan",26y 90d,158 (61-0-97 38.61%),78 (0.49),98 (29-0-69 29.59%),45 (0.46)
6,"Whitfield, Lachie",21y 357d,66 (24-0-42 36.36%),31 (0.47),←,
29,"Williams, Zac",21y 293d,44 (17-0-27 38.64%),13 (0.30),←,
Totals,Totals,24y 338d,2178 (956-11-1211 43.89%),1433 (0.66),,
C,"Cameron, Leon",43y 311d,59 (27-0-32 45.76%),,←,
