Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 63d,252 (107-1-144 42.66%),168 (0.67),←,
38,"Cartledge, Tristan",23y 73d,9 (4-0-5 44.44%),2 (0.22),2 (2-0-0 100.00%),1 (0.50)
39,"Connors, Daniel",19y 336d,7 (4-0-3 57.14%),4 (0.57),←,
9,"Cotchin, Trent",18y 138d,14 (8-0-6 57.14%),9 (0.64),←,
3,"Deledio, Brett",21y 127d,83 (34-2-47 42.17%),64 (0.77),←,
10,"Edwards, Shane",19y 303d,31 (9-2-20 32.26%),23 (0.74),←,
41,"Foley, Nathan",22y 350d,69 (24-2-43 36.23%),17 (0.25),←,
23,"Jackson, Daniel",22y 120d,46 (14-1-31 31.52%),13 (0.28),←,
17,"Johnson, Kane",30y 161d,219 (93-2-124 42.92%),76 (0.35),115 (38-2-75 33.91%),32 (0.28)
16,"McGuane, Luke",21y 193d,31 (10-1-20 33.87%),,←,
13,"McMahon, Jordan",25y 88d,135 (55-4-76 42.22%),42 (0.31),21 (10-1-10 50.00%),5 (0.24)
40,"Moore, Kelvin",24y 151d,45 (12-1-32 27.78%),9 (0.20),←,
20,"Morton, Mitch",21y 208d,28 (14-1-13 51.79%),45 (1.61),16 (8-1-7 53.13%),34 (2.13)
1,"Newman, Chris",26y 97d,132 (44-2-86 34.09%),17 (0.13),←,
12,"Richardson, Matthew",33y 157d,275 (114-2-159 41.82%),791 (2.88),←,
8,"Riewoldt, Jack",19y 297d,25 (10-1-14 42.00%),23 (0.92),←,
25,"Schulz, Jay",23y 127d,66 (23-2-41 36.36%),55 (0.83),←,
5,"Simmonds, Troy",30y 41d,178 (83-1-94 46.91%),124 (0.70),74 (31-1-42 42.57%),58 (0.78)
30,"Tambling, Richard",21y 346d,74 (31-2-41 43.24%),50 (0.68),←,
2,"Thursfield, Will",22y 126d,39 (12-2-25 33.33%),,←,
21,"Tuck, Shane",26y 243d,90 (34-2-54 38.89%),43 (0.48),←,
35,"White, Matt",21y 130d,37 (15-2-20 43.24%),13 (0.35),←,
Totals,Totals,23y 342d,1885 (754-33-1098 40.00%),1588 (0.84),,
C,"Wallace, Terry",49y 254d,235 (113-4-118 48.94%),,87 (34-2-51 40.23%),
