Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 163d,92 (25-1-66 27.72%),74 (0.80),←,
15,"Anderson, Noah",21y 156d,54 (17-1-36 32.41%),12 (0.22),←,
2,"Atkins, Rory",28y 11d,116 (66-1-49 57.33%),49 (0.42),15 (4-0-11 26.67%),2 (0.13)
10,"Ballard, Charlie",23y,87 (24-1-62 28.16%),1 (0.01),←,
30,"Casboult, Levi",32y 130d,171 (55-1-115 32.46%),189 (1.11),17 (7-0-10 41.18%),33 (1.94)
1,"Chol, Mabior",25y 175d,49 (27-1-21 56.12%),62 (1.27),18 (8-0-10 44.44%),38 (2.11)
25,"Collins, Sam",28y 38d,77 (26-1-50 34.42%),,63 (23-1-39 37.30%),
4,"Ellis, Brandon",28y 354d,228 (128-2-98 56.58%),77 (0.34),52 (19-1-32 37.50%),19 (0.37)
50,"Farrar, Jy",25y 228d,21 (9-0-12 42.86%),2 (0.10),←,
26,"Flanders, Sam",20y 364d,28 (8-1-19 30.36%),8 (0.29),←,
46,"Graham, Caleb",21y 314d,33 (8-0-25 24.24%),1 (0.03),←,
36,"Hollands, Elijah",20y 89d,1 (0-0-1 0.00%),2 (2.00),←,
7,"Holman, Nick",27y 55d,89 (26-0-63 29.21%),46 (0.52),80 (25-0-55 31.25%),46 (0.57)
23,"Lemmens, Sean",27y 263d,130 (36-2-92 28.46%),25 (0.19),←,
13,"Lukosius, Jack",21y 348d,69 (19-1-49 28.26%),15 (0.22),←,
44,"Macpherson, Darcy",24y 267d,68 (17-0-51 25.00%),26 (0.38),←,
17,"Markov, Oleg",26y 76d,50 (21-0-29 42.00%),5 (0.10),27 (9-0-18 33.33%),2 (0.07)
11,"Miller, Touk",26y 151d,156 (40-2-114 26.28%),46 (0.29),←,
22,"Rankine, Izak",22y 91d,45 (15-1-29 34.44%),52 (1.16),←,
18,"Rowell, Matt",21y 22d,35 (14-0-21 40.00%),10 (0.29),←,
20,"Sharp, Jeremy",20y 344d,20 (7-0-13 35.00%),4 (0.20),←,
24,"Swallow, David",29y 246d,193 (53-1-139 27.72%),85 (0.44),←,
28,"Witts, Jarrod",29y 313d,140 (45-1-94 32.50%),27 (0.19),100 (27-1-72 27.50%),9 (0.09)
Totals,Totals,25y 55d,1952 (686-18-1248 35.14%),818 (0.42),,
C,"Dew, Stuart",42y 339d,101 (27-1-73 27.23%),,←,
