Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 71d,123 (38-1-84 31.30%),102 (0.83),←,
15,"Anderson, Noah",23y 64d,87 (31-1-55 36.21%),33 (0.38),←,
31,"Andrew, Mac",20y 139d,24 (9-0-15 37.50%),,←,
10,"Ballard, Charlie",24y 273d,116 (36-1-79 31.47%),2 (0.02),←,
16,"Berry, Tom",22y 356d,32 (21-0-11 65.63%),5 (0.16),12 (6-0-6 50.00%),2 (0.17)
33,"Clohesy, Sam",21y 131d,3 (1-0-2 33.33%),4 (1.33),←,
25,"Collins, Sam",29y 311d,110 (40-1-69 36.82%),,96 (37-1-58 39.06%),
8,"Fiorini, Brayden",26y 243d,99 (28-1-70 28.79%),31 (0.31),←,
3,"Flanders, Sam",22y 272d,50 (16-1-33 33.00%),15 (0.30),←,
26,"Graham, Will",18y 269d,3 (1-0-2 33.33%),,←,
7,"Holman, Nick",28y 328d,116 (38-0-78 32.76%),66 (0.57),107 (37-0-70 34.58%),66 (0.62)
19,"Humphrey, Bailey",19y 223d,24 (11-0-13 45.83%),13 (0.54),←,
34,"King, Ben",23y 289d,79 (24-1-54 31.01%),145 (1.84),←,
13,"Lukosius, Jack",23y 256d,101 (33-1-67 33.17%),60 (0.59),←,
11,"Miller, Touk",28y 59d,179 (49-2-128 27.93%),52 (0.29),←,
27,"Powell, Wil",24y 239d,93 (35-1-57 38.17%),13 (0.14),←,
20,"Read, Ethan",18y 289d,3 (1-0-2 33.33%),3 (1.00),←,
29,"Rogers, Jake",19y 50d,1 (0-0-1 0.00%),,←,
18,"Rowell, Matt",22y 295d,68 (28-0-40 41.18%),20 (0.29),←,
24,"Swallow, David",31y 154d,226 (67-1-158 29.87%),104 (0.46),←,
32,"Uwland, Bodhi",20y 271d,9 (4-0-5 44.44%),,←,
17,"Walter, Jed",18y 318d,4 (1-0-3 25.00%),4 (1.00),←,
28,"Witts, Jarrod",31y 221d,170 (59-1-110 35.00%),33 (0.19),130 (41-1-88 31.92%),15 (0.12)
Totals,Totals,23y 318d,1720 (571-13-1136 33.20%),705 (0.41),,
C,"Hardwick, Damien",51y 247d,313 (173-6-134 56.23%),,6 (3-0-3 50.00%),
