Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 38d,75 (18-1-56 24.67%),54 (0.72),←,
15,"Anderson, Noah",21y 31d,38 (11-1-26 30.26%),4 (0.11),←,
10,"Ballard, Charlie",22y 240d,70 (17-1-52 25.00%),1 (0.01),←,
30,"Casboult, Levi",32y 5d,155 (49-1-105 31.94%),158 (1.02),1 (1-0-0 100.00%),2 (2.00)
1,"Chol, Mabior",25y 50d,32 (20-1-11 64.06%),26 (0.81),1 (1-0-0 100.00%),2 (2.00)
25,"Collins, Sam",27y 278d,60 (19-1-40 32.50%),,46 (16-1-29 35.87%),
5,"Davies, Alex",20y 2d,2 (1-0-1 50.00%),1 (0.50),←,
4,"Ellis, Brandon",28y 229d,211 (121-2-88 57.82%),68 (0.32),35 (12-1-22 35.71%),10 (0.29)
8,"Fiorini, Brayden",24y 210d,63 (14-1-48 23.02%),20 (0.32),←,
46,"Graham, Caleb",21y 189d,23 (4-0-19 17.39%),,←,
7,"Holman, Nick",26y 295d,72 (19-0-53 26.39%),34 (0.47),63 (18-0-45 28.57%),34 (0.54)
23,"Lemmens, Sean",27y 138d,115 (31-2-82 27.83%),25 (0.22),←,
13,"Lukosius, Jack",21y 223d,61 (16-1-44 27.05%),10 (0.16),←,
44,"Macpherson, Darcy",24y 142d,63 (15-0-48 23.81%),26 (0.41),←,
11,"Miller, Touk",26y 26d,139 (33-2-104 24.46%),40 (0.29),←,
27,"Powell, Wil",22y 206d,58 (17-1-40 30.17%),12 (0.21),←,
22,"Rankine, Izak",21y 331d,31 (9-1-21 30.65%),32 (1.03),←,
18,"Rowell, Matt",20y 262d,18 (7-0-11 38.89%),8 (0.44),←,
6,"Sexton, Alex",28y 107d,155 (41-0-114 26.45%),150 (0.97),←,
20,"Sharp, Jeremy",20y 219d,12 (4-0-8 33.33%),3 (0.25),←,
24,"Swallow, David",29y 121d,176 (46-1-129 26.42%),78 (0.44),←,
14,"Weller, Lachie",26y 25d,117 (30-1-86 26.07%),42 (0.36),70 (16-1-53 23.57%),25 (0.36)
28,"Witts, Jarrod",29y 188d,123 (38-1-84 31.30%),26 (0.21),83 (20-1-62 24.70%),8 (0.10)
Totals,Totals,24y 329d,1869 (580-19-1270 31.03%),818 (0.44),,
C,"Dew, Stuart",42y 214d,84 (20-1-63 24.40%),,←,
