Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
10,"Ashcroft, Marcus",25y 220d,158 (55-2-101 35.44%),91 (0.58),6 (2-0-4 33.33%),7 (1.17)
26,"Barker, John",22y 73d,48 (6-0-42 12.50%),12 (0.25),1 (0-0-1 0.00%),
25,"Bews, Andrew",32y 288d,266 (139-2-125 52.63%),134 (0.50),3 (1-0-2 33.33%),
1,"Champion, Richard",29y 19d,125 (46-2-77 37.60%),38 (0.30),6 (2-0-4 33.33%),1 (0.17)
5,"Chapman, Nathan",21y 361d,52 (16-0-36 30.77%),12 (0.23),3 (1-0-2 33.33%),
16,"Clarke, Matthew",23y 227d,75 (38-1-36 51.33%),10 (0.13),6 (2-0-4 33.33%),4 (0.67)
14,"Dickfos, Danny",26y 215d,28 (18-1-9 66.07%),,6 (2-0-4 33.33%),
6,"Fletcher, Adrian",27y 205d,137 (65-1-71 47.81%),73 (0.53),6 (2-0-4 33.33%),4 (0.67)
32,"Hart, Shaun",25y 351d,108 (39-1-68 36.57%),83 (0.77),6 (2-0-4 33.33%),2 (0.33)
2,"Johnson, Chris",20y 338d,65 (9-0-56 13.85%),72 (1.11),6 (2-0-4 33.33%),5 (0.83)
27,"Keating, Clark",21y 45d,20 (12-1-7 62.50%),16 (0.80),6 (2-0-4 33.33%),7 (1.17)
41,"Kennedy, Matthew",27y 88d,119 (41-1-77 34.87%),25 (0.21),6 (2-0-4 33.33%),
18,"Lambert, Craig",28y 210d,177 (59-1-117 33.62%),74 (0.42),5 (2-0-3 40.00%),2 (0.40)
44,"Lappin, Nigel",20y 316d,66 (34-1-31 52.27%),43 (0.65),5 (2-0-3 40.00%),3 (0.60)
23,"Leppitsch, Justin",21y 214d,49 (24-1-24 50.00%),74 (1.51),5 (2-0-3 40.00%),16 (3.20)
11,"Lynch, Alastair",28y 318d,157 (62-0-95 39.49%),270 (1.72),5 (1-0-4 20.00%),8 (1.60)
42,"Lynch, Tristan",23y 254d,25 (15-1-9 62.00%),1 (0.04),4 (1-0-3 25.00%),
4,"McRae, Craig",23y 223d,42 (22-0-20 52.38%),56 (1.33),3 (1-0-2 33.33%),
28,"Robbins, Ben",20y 127d,11 (5-0-6 45.45%),3 (0.27),6 (2-0-4 33.33%),2 (0.33)
22,"Scott, Chris",21y,56 (27-1-28 49.11%),23 (0.41),1 (0-0-1 0.00%),
3,"Voss, Michael",21y 300d,85 (40-1-44 47.65%),76 (0.89),6 (2-0-4 33.33%),4 (0.67)
Totals,Totals,24y 192d,1869 (772-18-1079 41.31%),1186 (0.63),,
C,"Northey, John",53y 308d,287 (147-3-137 51.74%),,6 (2-0-4 33.33%),
