Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",21y 25d,51 (23-1-27 46.08%),4 (0.08),←,
46,"Brown, Callum",21y 335d,6 (2-0-4 33.33%),6 (1.00),←,
5,"Bruhn, Tanner",20y 50d,27 (10-0-17 37.04%),10 (0.37),←,
3,"Coniglio, Stephen",28y 213d,173 (77-1-95 44.80%),98 (0.57),←,
13,"Cumming, Isaac",23y 339d,50 (22-1-27 45.00%),1 (0.02),←,
30,"Flynn, Matt",24y 306d,24 (7-1-16 31.25%),9 (0.38),←,
4,"Greene, Toby",28y 294d,188 (85-2-101 45.74%),258 (1.37),←,
12,"Green, Tom",21y 174d,41 (17-1-23 42.68%),17 (0.41),←,
19,"Haynes, Nick",30y 59d,178 (84-4-90 48.31%),10 (0.06),←,
27,"Himmelberg, Harry",26y 69d,122 (67-2-53 55.74%),147 (1.20),←,
23,"Hogan, Jesse",27y 154d,113 (51-0-62 45.13%),215 (1.90),23 (10-0-13 43.48%),45 (1.96)
2,"Hopper, Jacob",25y 160d,109 (62-2-45 57.80%),40 (0.37),←,
39,"Idun, Connor",21y 352d,42 (18-1-23 44.05%),,←,
25,"Keeffe, Lachlan",32y 93d,93 (47-0-46 50.54%),16 (0.17),53 (22-0-31 41.51%),9 (0.17)
22,"Kelly, Josh",27y 154d,172 (90-3-79 53.20%),106 (0.62),←,
38,"Lloyd, Daniel",30y 148d,73 (37-4-32 53.42%),62 (0.85),←,
33,"OHalloran, Xavier",22y 5d,30 (13-1-16 45.00%),6 (0.20),←,
20,"Peatling, James",21y 329d,12 (5-0-7 41.67%),9 (0.75),←,
26,"Riccardi, Jake",22y 251d,25 (10-0-15 40.00%),22 (0.88),←,
14,"Taranto, Tim",24y 169d,111 (59-2-50 54.05%),47 (0.42),←,
15,"Taylor, Sam",23y 72d,70 (38-0-32 54.29%),1 (0.01),←,
8,"Ward, Callan",32y 97d,265 (117-4-144 44.91%),130 (0.49),205 (85-4-116 42.44%),97 (0.47)
10,"Wehr, Jacob",24y 11d,8 (3-0-5 37.50%),3 (0.38),←,
Totals,Totals,25y 120d,1983 (944-30-1009 47.60%),1217 (0.61),,
C,"McVeigh, Mark",41y 171d,8 (3-0-5 37.50%),,←,
