Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",30y 70d,224 (88-2-134 39.73%),152 (0.68),←,
31,"Carey, Stefan",21y 119d,10 (4-1-5 45.00%),9 (0.90),←,
27,"Chapman, Wade",21y 141d,42 (18-1-23 44.05%),12 (0.29),←,
41,"Cook, Troy",20y 285d,6 (4-0-2 66.67%),3 (0.50),←,
8,"Cresswell, Daryn",26y 2d,102 (33-1-68 32.84%),81 (0.79),←,
18,"Direen, Scott",24y 216d,51 (20-0-31 39.22%),10 (0.20),←,
6,"Dunkley, Andrew",28y 329d,107 (37-2-68 35.51%),7 (0.07),←,
12,"Dyson, Kevin",30y 20d,99 (54-1-44 55.05%),28 (0.28),29 (19-1-9 67.24%),3 (0.10)
9,"Grant, Shannon",20y 35d,44 (24-1-19 55.68%),22 (0.50),←,
14,"Kelly, Paul",27y 300d,146 (45-3-98 31.85%),92 (0.63),←,
3,"Lewis, Dale",28y 20d,121 (34-2-85 28.93%),131 (1.08),←,
4,"Lockett, Tony",31y 76d,229 (95-1-133 41.70%),1139 (4.97),46 (27-1-18 59.78%),241 (5.24)
11,"Maxfield, Stuart",25y 45d,121 (57-2-62 47.93%),86 (0.71),32 (22-1-9 70.31%),21 (0.66)
13,"McPherson, Daniel",21y 323d,26 (17-1-8 67.31%),3 (0.12),←,
5,"OBrien, Craig",27y 82d,99 (51-2-46 52.53%),182 (1.84),26 (16-1-9 63.46%),50 (1.92)
19,"OLoughlin, Michael",20y 93d,45 (25-1-19 56.67%),45 (1.00),←,
24,"Orchard, Mark",21y 52d,21 (9-1-11 45.24%),7 (0.33),9 (4-0-5 44.44%),3 (0.33)
1,"Roos, Paul",33y 331d,322 (139-1-182 43.32%),284 (0.88),53 (29-1-23 55.66%),14 (0.26)
7,"Seymour, Brad",21y 21d,49 (23-1-25 47.96%),3 (0.06),←,
15,"Stafford, Greg",22y 270d,48 (20-1-27 42.71%),7 (0.15),←,
20,"Stevens, John",25y 343d,5 (3-0-2 60.00%),3 (0.60),←,
Totals,Totals,25y 82d,1917 (800-25-1092 41.73%),2306 (1.20),,
C,"Eade, Rodney",39y 50d,34 (22-1-11 66.18%),,←,
