Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Conca, Reece",19y 351d,33 (12-1-20 37.88%),5 (0.15),←,
9,"Cotchin, Trent",22y 112d,81 (33-1-47 41.36%),51 (0.63),←,
7,"Dea, Matt",20y 289d,19 (7-0-12 36.84%),,←,
3,"Deledio, Brett",25y 101d,167 (61-4-102 37.72%),112 (0.67),←,
10,"Edwards, Shane",23y 277d,104 (33-4-67 33.65%),57 (0.55),←,
42,"Ellis, Brandon",18y 360d,17 (7-0-10 41.18%),2 (0.12),←,
6,"Grigg, Shaun",24y 100d,81 (33-1-47 41.36%),28 (0.35),38 (15-1-22 40.79%),18 (0.47)
14,"Houli, Bachar",24y 77d,65 (25-2-38 40.00%),16 (0.25),39 (15-1-23 39.74%),7 (0.18)
23,"Jackson, Daniel",26y 94d,118 (37-3-78 32.63%),37 (0.31),←,
28,"King, Jake",28y 124d,84 (27-4-53 34.52%),51 (0.61),←,
47,"Maric, Addam",22y 101d,31 (8-1-22 27.42%),16 (0.52),10 (4-0-6 40.00%),1 (0.10)
20,"Maric, Ivan",26y 206d,93 (50-0-43 53.76%),34 (0.37),16 (7-0-9 43.75%),6 (0.38)
4,"Martin, Dustin",21y 32d,58 (20-1-37 35.34%),64 (1.10),←,
16,"McGuane, Luke",25y 167d,88 (26-3-59 31.25%),9 (0.10),←,
40,"Moore, Kelvin",28y 125d,87 (22-1-64 25.86%),12 (0.14),←,
38,"Morris, Steven",23y 210d,16 (6-0-10 37.50%),1 (0.06),←,
26,"Nahas, Robin",24y 261d,72 (22-2-48 31.94%),90 (1.25),←,
17,"Newman, Chris",30y 71d,209 (68-4-137 33.49%),31 (0.15),←,
37,"Post, Jayden",22y 236d,25 (7-1-17 30.00%),5 (0.20),←,
18,"Rance, Alex",22y 293d,61 (17-1-43 28.69%),7 (0.11),←,
8,"Riewoldt, Jack",23y 271d,107 (37-3-67 35.98%),244 (2.28),←,
21,"Tuck, Shane",30y 217d,157 (57-3-97 37.26%),67 (0.43),←,
Totals,Totals,24y 135d,1773 (615-40-1118 34.69%),939 (0.53),,
C,"Hardwick, Damien",39y 345d,61 (21-1-39 35.25%),,←,
