Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",21y 299d,61 (26-1-34 43.44%),4 (0.07),←,
44,"Buckley, Jack",25y 120d,22 (9-1-12 43.18%),,←,
5,"Cadman, Aaron",19y 44d,1 (1-0-0 100.00%),1 (1.00),←,
17,"Callaghan, Finn",19y 355d,10 (3-0-7 30.00%),2 (0.20),←,
3,"Coniglio, Stephen",29y 122d,182 (80-1-101 44.23%),103 (0.57),←,
13,"Cumming, Isaac",24y 248d,60 (25-1-34 42.50%),1 (0.02),←,
30,"Flynn, Matt",25y 215d,29 (9-1-19 32.76%),10 (0.34),←,
4,"Greene, Toby",29y 203d,196 (88-2-106 45.41%),279 (1.42),←,
12,"Green, Tom",22y 83d,50 (20-1-29 41.00%),19 (0.38),←,
43,"Hamilton, Cooper",19y 204d,8 (2-0-6 25.00%),1 (0.13),←,
19,"Haynes, Nick",30y 333d,188 (87-4-97 47.34%),12 (0.06),←,
27,"Himmelberg, Harry",26y 343d,132 (70-2-60 53.79%),156 (1.18),←,
23,"Hogan, Jesse",28y 63d,122 (54-0-68 44.26%),235 (1.93),32 (13-0-19 40.63%),65 (2.03)
39,"Idun, Connor",22y 261d,47 (20-1-26 43.62%),,←,
22,"Kelly, Josh",28y 63d,180 (93-3-84 52.50%),110 (0.61),←,
40,"Kennedy, Adam",30y 278d,152 (61-1-90 40.46%),14 (0.09),←,
38,"Lloyd, Daniel",31y 57d,83 (40-4-39 50.60%),65 (0.78),←,
33,"OHalloran, Xavier",22y 279d,34 (14-1-19 42.65%),6 (0.18),←,
20,"Peatling, James",22y 238d,20 (8-0-12 40.00%),9 (0.45),←,
24,"Rowston, Harry",18y 247d,4 (1-0-3 25.00%),,←,
15,"Taylor, Sam",23y 346d,80 (41-0-39 51.25%),1 (0.01),←,
8,"Ward, Callan",33y 6d,275 (120-4-151 44.36%),138 (0.50),215 (88-4-123 41.86%),105 (0.49)
6,"Whitfield, Lachie",28y 272d,189 (90-4-95 48.68%),70 (0.37),←,
Totals,Totals,25y 172d,2125 (962-32-1131 45.27%),1236 (0.58),,
C,"Kingsley, Adam",47y 239d,5 (2-0-3 40.00%),,←,
